,index,ï»¿,author,category,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11,all_hashtags,neg,neu,pos,compound
111,111,111,garyvee,Business,9166019,5615,6962,CSy-aVlsUKn,1629463077,8/20/2021,12:37:57 PM,142180,1751,1.57026731,0.758852707,"Photo by Gary Vay-Ner-Chuk on August 20, 2021. May be an image of 1 person and text.",Enough of this fail shit Life isnt so permanent especially in when I hear this and its 98 based on professional career Lets get this concept our of your skull and thoughts and brains  its ridiculous minor setbacks are a part of life the end in fact theyre awesome they give you context abs learnings Please understand this,,,,,,,,,,,,",,,,,,,,,,",0.151,0.754,0.095,-0.5893
112,112,112,garyvee,Business,9166019,5615,6962,CSwcA7JAjPH,1629378042,8/19/2021,1:00:42 PM,74787,1634,0.833742544,0.758852707,,Cant wait for my new book  dropping 1116  heres a little insight to the mindset we talk about in it for leaders managers and 22 year olds coming out of school,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
113,113,113,garyvee,Business,9166019,5615,6962,CSu_WARAn3k,1629329420,8/18/2021,11:30:20 PM,22749,880,0.257789123,0.758852707,,My biggest secret to happiness  leave a story in the comments that has something to do this,,,,,,,,,,,,",,,,,,,,,,",0.064,0.745,0.191,0.5267
114,114,114,garyvee,Business,9166019,5615,6962,CSt0cM1gc-h,1629290165,8/18/2021,12:36:05 PM,48828,751,0.540900035,0.758852707,,When you get your mind to a simple place of gratitude  and are thankful for everything you have instead of what you dont have and realize its you that are in control and that whats not in control is your families health and that is what you must spend your energy on  Life gets better and special ,,,,,,,,,,,,",,,,,,,,,,",0,0.776,0.224,0.9287
115,115,115,garyvee,Business,9166019,5615,6962,CSsbMFWg3un,1629243331,8/17/2021,11:35:31 PM,47189,685,0.522298721,0.758852707,,Youre not lost  Let this video help you FIND the way ,,,,,,,,,,,,",,,,,,,,,,",0,0.659,0.341,0.5664
116,116,116,garyvee,Business,9166019,5615,6962,CSrsFArgPYZ,1629218620,8/17/2021,4:43:40 PM,42970,669,0.476095456,0.758852707,,Please dont take jobs you know wont work  please leave jobs that you know are bad  please  this is about happiness Move in with friends  folks  move  whatever it takes fight for you happiness  staying in a job to pay for you life when your life is in a bad spot because you dont like your job makes no sense  please I love you  now love yourself and take action This clip is from sessions where I was writing my new book  cant wait for 1116 ,,,,,,,,,,,,",,,,,,,,,,",0.194,0.604,0.203,0.6062
117,117,117,garyvee,Business,9166019,5615,6962,CSrPuZPg2Ze,1629203761,8/17/2021,12:36:01 PM,102725,1331,1.135236573,0.758852707,,Play this on repeat  I see it daily  youre scared of them High school  is over,,,,,,,,,,,,",,,,,,,,,,",0.158,0.71,0.131,-0.128
118,118,118,garyvee,Business,9166019,5615,6962,CSp3JnwLYW4,1629157280,8/16/2021,11:41:20 PM,105731,1106,1.165576899,0.758852707,"Photo by Gary Vay-Ner-Chuk on August 16, 2021. May be an image of 2 people, beard and text that says 'OUT OF MY 250 DAYS A YEAR WORK, THERE ARE 7 TO 23 DAYS WHERE I'M LIKE... "" FUCK THIS! SWIPE'.",Not everyday has to be euphoria  and thats awesome   I love my work and my job its my actual hobby but being human is allowing for bad days ,,,,,,,,,,,,",,,,,,,,,,",0.134,0.647,0.219,0.2617
119,119,119,garyvee,Business,9166019,5615,6962,CSpJfYrAHlz,1629133402,8/16/2021,5:03:22 PM,137888,2223,1.528591638,0.758852707,,No reason to ever cry aka make yourself unhappy to impress other people Live within your means and more importantly do things that make you happy especially in your career Please please understand the macro of this situation ,,,,,,,,,,,,",,,,,,,,,,",0.156,0.578,0.266,0.6901
120,120,120,grantcardone,Business,3396191,2444,6566,CS2Fy3DiXbE,1629567640,8/21/2021,5:40:40 PM,15169,740,0.468436551,0.660197949,,Be positive in a negative world  gc attitude freedom,,,,,,,,,,,,",,,,,,,,,,",0.224,0.303,0.473,0.6249
121,121,121,grantcardone,Business,3396191,2444,6566,CSzj9UIpiCD,1629482810,8/20/2021,6:06:50 PM,33986,2534,1.075322324,0.660197949,,Arnold SchwarzeneggerComment if you are a schmuck arnold schmuck freedom truth usa,,,,,,,,,,,,",,,,,,,,,,",0,0.581,0.419,0.7579
122,122,122,grantcardone,Business,3396191,2444,6566,CSy-U38L-tc,1629463032,8/20/2021,12:37:12 PM,32556,798,0.982100241,0.660197949,"Photo by Grant Cardone on August 20, 2021. May be an image of 1 person, outdoors and text that says 'S ""IF YOU CAN'T GET A SEAT AT THE TABLE, SERVE WATER TO GET IN THE ROOM GRANT CARDONE'.",,,,,,,,,,,,,",,,,,,,,,,",0,0.581,0.419,0.7579
123,123,123,grantcardone,Business,3396191,2444,6566,CSxhhJRr8AB,1629414374,8/19/2021,11:06:14 PM,11522,417,0.351540888,0.660197949,"Photo by Grant Cardone on August 19, 2021. May be an image of 2 people, people standing and indoor.",10X grows  Two good looking dudes ,,,,,,,,,,,,",,,,,,,,,,",0,0.633,0.367,0.4404
124,124,124,grantcardone,Business,3396191,2444,6566,CSwZgynrCiI,1629376622,8/19/2021,12:37:02 PM,7064,1013,0.237825258,0.660197949,Photo by Grant Cardone in World Wide. May be an image of map and text.,Host 10X in your country  Producing TV show  I want to showcase YOUR 10X story If you have compelling story  are interested in having it today post your location in commentsAmerica China Australia Vietnam Thailand Canada England Ireland Japan  Norway Russia Africa Brazil Argentina Venezuela Colombia Panama Cuba CostaRica Galapagos spain France nigeria singapore iran Afghanistan India Philippines,,,,,,,,,,,,",,,,,,,,,,",0,0.902,0.098,0.5994
125,125,125,grantcardone,Business,3396191,2444,6566,CSuHNOriMIy,1629299951,8/18/2021,3:19:11 PM,28299,1011,0.863025666,0.660197949,,Nobody will ever see the hard work you put in behind the scenes Let them see it in your results success hardwork hustle grind motivation instagood,,,,,,,,,,,,",,,,,,,,,,",0.046,0.754,0.2,0.6908
126,126,126,grantcardone,Business,3396191,2444,6566,CSsBxwSJ32l,1629229961,8/17/2021,7:52:41 PM,14193,503,0.432720068,0.660197949,Photo by Grant Cardone in Federal Reserve Bank of Atlanta - Miami Branch. May be an image of 1 person and text that says 'CARDONI CARD THE WAY TO MAKE SURE YOU DON'T BURN CASH IS TO CONVERT IT TO REAL ASSETS. GRANT CARDONE'.,Convert cash to real assetsNo real dollars were harmed in this photo,,,,,,,,,,,,",,,,,,,,,,",0.22,0.78,0,-0.4767
127,127,127,grantcardone,Business,3396191,2444,6566,CSrfc2EC57l,1629212059,8/17/2021,2:54:19 PM,27280,632,0.821861904,0.660197949,,The successful people all do this one trick They take whats possible on the future and bring it into TODAY post in comments what you are doing today to have massive successsuccess millionaire billionaire money potential freedom financialfreedom instagood,,,,,,,,,,,,",,,,,,,,,,",0.027,0.796,0.177,0.8316
128,128,128,grantcardone,Business,3396191,2444,6566,CSpNx0ALrZX,1629135589,8/16/2021,5:39:49 PM,20566,522,0.620930919,0.660197949,"Photo by Grant Cardone on August 16, 2021. May be an image of 1 person, aircraft, outdoors and text that says 'TAX TIPS: REDUCE EARNED INCOME TO ZERO EMERGENCYEXIT INVEST IN ASSETS THAT CAN BE DEPRECIATED BORROW AGAINST APPRECIATED ASSETS CNON-TAXABLE EVENT) INVEST IN ART, PROPERTY EQUIPMENT & OTHER BUSINESSES. GRANT CARDONE'.",,,,,,,,,,,,,",,,,,,,,,,",0.027,0.796,0.177,0.8316
129,129,129,grantcardone,Business,3396191,2444,6566,CSo8x0ui8Aj,1629126803,8/16/2021,3:13:23 PM,8876,380,0.27254062,0.660197949,,What are your daily rituals for success post in commentsworkout fitness health wealth success training instagood,,,,,,,,,,,,",,,,,,,,,,",0,0.486,0.514,0.9136
130,130,130,grantcardone,Business,3396191,2444,6566,CSm3b-kp49C,1629058261,8/15/2021,8:11:01 PM,18972,537,0.574437657,0.660197949,,Big things to come  it involves YOUEverything up to this point was warm upsand confidence builders,,,,,,,,,,,,",,,,,,,,,,",0,0.729,0.271,0.6369
131,131,131,grantcardone,Business,3396191,2444,6566,CSm4dCZCUkw,1629057428,8/15/2021,7:57:08 PM,40944,545,1.221633294,0.660197949,,They dont teach you this at school  I want to thank bayloruniversity for having me come and share some strategies that will help these kids succeed school college wealth money success instagood,,,,,,,,,,,,",,,,,,,,,,",0,0.561,0.439,0.9501
132,132,132,thesharkdaymond,Business,1307414,970,5665,CS2aOS2Cujp,1629578532,8/21/2021,8:42:12 PM,3220,127,0.256001542,0.131869732,,Who remembers the moment these 3 amazing warriors shared the stage at the same time to give each other LoveWhat a great moment in historyPS Im still trying to get out my head the In living color skits that came after thatCredit boxingequipment,,,,,,,,,,,,",,,,,,,,,,",0,0.787,0.213,0.8834
133,133,133,thesharkdaymond,Business,1307414,970,5665,CS1fYrur9Yk,1629547474,8/21/2021,12:04:34 PM,4579,207,0.366066143,0.131869732,"Photo by Daymond John on August 21, 2021. May be an image of 1 person, wrist watch and text that says 'MONEY WILL ALWAYS FLOW FROM THE UNINFORMED TO THE INFORMED @TheSharkDaymond'.",STAY FOCUSEDKEEP LEARNINGKEEP GROWINGSTAY INFORMEDHappySaturdaysuccessquotes successmindset insperationalquotes visionboard visualization visualizealbum sharkquotes mindset mindsetiseverything mentorship,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
134,134,134,thesharkdaymond,Business,1307414,970,5665,CSzoao4HoG5,1629485186,8/20/2021,6:46:26 PM,512,75,0.044897791,0.131869732,,Adding another music video cameo to my resumeMontell Jordan and trainual just dropped a remix of This Is How We Do It  turned into an entrepreneurs anthemÂ Go listen to the full track on Spotify and get hyped up for whatever hustle youre bringing into this weekendLots of fun on set bringing this to life with mrjordan1911 jonathanronzio chrisronzio More from this campaign coming next week  watch out thisishowyoudoit trainual,,,,,,,,,,,,",,,,,,,,,,",0,0.954,0.046,0.5106
135,135,135,thesharkdaymond,Business,1307414,970,5665,CSy0dzkigw5,1629458375,8/20/2021,11:19:35 AM,1431,118,0.118478156,0.131869732,,On my run today I decided to stop and be in the moment I think we all need to do this more often It felt absolutely amazing Sorry I just couldnt help myself with the justinbieber trackDont forget to take some time today to just BeInTheMomentHave a great dayDJPS You know your getting old when you start calling fruit Gangsta,,,,,,,,,,,,",,,,,,,,,,",0.12,0.756,0.124,0.5034
136,136,136,thesharkdaymond,Business,1307414,970,5665,CSyOC-aMsXQ,1629437720,8/20/2021,5:35:20 AM,2024,67,0.159934038,0.131869732,"Photo by Daymond John on August 19, 2021. May be an image of 3 people, people standing and outdoors.",Wishing my brother fatjoe a very blessed and amazing Birthday Thank you for being one of the most loyal truthful and honorable people on the planet From selling my first couple of hats out of your store to allowing me to direct one of your videos You have always supported others in their effort to follow their dreamsYou will always be one of the reasons that I can say Yesterdays price is NOT TODAYS PRICE Many more amazing years to come for you my friend DJ,,,,,,,,,,,,",,,,,,,,,,",0,0.696,0.304,0.9854
137,137,137,thesharkdaymond,Business,1307414,970,5665,CSxXb2jCI3H,1629409110,8/19/2021,9:38:30 PM,852,64,0.07006197,0.131869732,,As a business owner you wont get too far without knowing who your customers areThe fact is your customers are the most important component to your business With that said the sooner you know who they are the sooner youll be able to help resolve their pain points and resonate with them both through your marketing efforts and through the productsservices youre sellingIf you havent pinpointed your customer base yet set aside some time to do so Youll be one step ahead of your competitors once you do,,,,,,,,,,,,",,,,,,,,,,",0.035,0.886,0.079,0.4754
138,138,138,thesharkdaymond,Business,1307414,970,5665,CSwSFTtiWO8,1629372751,8/19/2021,11:32:31 AM,867,145,0.077404709,0.131869732,,Thank you for a brand new day filled with brand new opportunities CREDITSCamera IphoneTrack TheClarkSistersLighting GodScript Faith,,,,,,,,,,,,",,,,,,,,,,",0,0.622,0.378,0.7845
139,139,139,thesharkdaymond,Business,1307414,970,5665,CSumVk3C1Wn,1629316904,8/18/2021,8:01:44 PM,1132,91,0.093543438,0.131869732,,Ive made plenty of mistakes as an entrepreneur but its all part of the processIn light of my mistakes however I wanted to come up with a way where I could help other entrepreneurs avoid making the same mistakes Thats when the idea for Daymond on Demand was bornDaymond on Demand is full of interactive courses that will help you learn about everything from starting and scaling your business to mastering social mediaI hope each and every one of you benefits from this and that it sets you up to be in a better position than when you started Head to the link in my bio to learn more,,,,,,,,,,,,",,,,,,,,,,",0.115,0.742,0.144,0.7684
140,140,140,thesharkdaymond,Business,1307414,970,5665,CSt1cUyCRDv,1629290945,8/18/2021,12:49:05 PM,1879,188,0.158098353,0.131869732,,Lets be clear Everything created in this world started with one person with one dream that took one action I was fortunate to find 3 partners that also had the same dream Our dream was simple To create a four letter word that would change the fashion world forever That word is  FUBUAsk yourself today Whats your dream Who else believes in you And what is holding you backÂ Take a minute to dream today and make sure you accompany that dream with actionno matter how small the action may be Trust me you will be surprised how far it will take youDreamOnDJEditdrone im_danny_from_miami Yacht joemulvi Track Dream Visualizealbumsuccess,,,,,,,,,,,,",,,,,,,,,,",0,0.736,0.264,0.9756
141,141,141,thesharkdaymond,Business,1307414,970,5665,CSrzfZ_hpvw,1629223205,8/17/2021,6:00:05 PM,416,73,0.037402078,0.131869732,,Thank you tiffanyhaddish for sending me this story I was cracking up when listening to it but in a larger sense her experience shows that not only is FUBU meaningful to our customers but its also a way to bring people together who may not know what we stand forSure it served as a way to get a conversation started but the discussion that Tiffany had with this guy was centered around FUBU being blackowned and truly for the community and its so impactful to us that she remembers this story and sent it our wayWho else has a story like this where your brand left an impact on someone who told you about it years later Share it below ,,,,,,,,,,,,",,,,,,,,,,",0,0.882,0.118,0.9274
142,142,142,thesharkdaymond,Business,1307414,970,5665,CSrZiW0Ao42,1629208865,8/17/2021,2:01:05 PM,1291,269,0.119319512,0.131869732,"Photo by Daymond John on August 17, 2021. May be an image of text that says 'Daymond John @TheSharkDaymond What is your go-to ""work from home"" playlist?'.",Weve been working from home for a while now and many of us still are so I hope you have some good recommendationsShare your favorite WFH songs below ,,,,,,,,,,,,",,,,,,,,,,",0,0.705,0.295,0.8638
143,143,143,thesharkdaymond,Business,1307414,970,5665,CSqHI0sCuC1,1629165790,8/17/2021,2:03:10 AM,910,152,0.081229052,0.131869732,,You know I couldnt leave you hanging on nationaltellajokedayI decided to give you a couple to choose from Please humor me and pick the one you like the most Dont leave ya boy out in the cold,nationaltellajokeday,,,,,,,,,,,"nationaltellajokeday,,,,,,,,,,",0,0.765,0.235,0.7348
144,144,144,chiaraferragni,Fashion,24627104,1411,14939,CS2KWPvKVhW,1629570070,8/21/2021,6:21:10 PM,297881,1847,1.217065555,1.919842395,,I cant with her laughs during bath time ,,,,,,,,,,,,",,,,,,,,,,",0.305,0.695,0,-0.3875
145,145,145,chiaraferragni,Fashion,24627104,1411,14939,CS2CX2iocsW,1629565817,8/21/2021,5:10:17 PM,168630,394,0.686333237,1.919842395,Photo by Chiara Ferragni Ã¢ÅÂ¨ in Porto Cervo with @capellipantene. May be an image of 1 person and indoor.,Come proteggere i capelli destate  Io mi sono portata la maschera capelli di capellipantene la limited edition con la quale io e Pantene abbiamo dato al via al progetto Forti Insieme  Quando torno a Milano a settembre inizieremo la selezione di chi si  registrata sul sito FortiInsiemecom  FortiInsieme adv  Using Pantenes hair mask to protect my hair from the sun damages this Summer  I launched a project to support female entrepreneurs with Pantene in July and I cant wait to be back in Milan in September to keep working in this amazing project  adv,FortiInsieme ,adv ,,,,,,,,,,"FortiInsieme ,adv ,,,,,,,,,",0.049,0.834,0.116,0.7579
146,146,146,chiaraferragni,Fashion,24627104,1411,14939,CS1f4NjK3Dc,1629547732,8/21/2021,12:08:52 PM,497415,1057,2.024078836,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 21, 2021. May be an image of 2 people, child, people standing, sunglasses and outdoors.",Morning at the beach ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
147,147,147,chiaraferragni,Fashion,24627104,1411,14939,CS1KtXWKkNE,1629536633,8/21/2021,9:03:53 AM,761680,927,3.096616638,1.919842395,"Photo shared by Chiara Ferragni Ã¢ÅÂ¨ on August 21, 2021 tagging @fedez, and @tadyellow. May be an image of child, standing and outdoors.",2021 with Vitto vs 2018 with Leo ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
148,148,148,chiaraferragni,Fashion,24627104,1411,14939,CSzcIklqi7Q,1629478660,8/20/2021,4:57:40 PM,359633,783,1.463493231,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be an image of 1 person and nature.",Monte Nieddu today ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
149,149,149,chiaraferragni,Fashion,24627104,1411,14939,CSy_VVEIL0h,1629463560,8/20/2021,12:46:00 PM,357179,1045,1.454592469,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be an image of 1 person.",,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
150,150,150,chiaraferragni,Fashion,24627104,1411,14939,CSy1GOYKT2I,1629458194,8/20/2021,11:16:34 AM,631654,1359,2.570391549,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be an image of 1 person, indoor and text that says 'LUCE'.",,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
151,151,151,chiaraferragni,Fashion,24627104,1411,14939,CSyeOlCohbu,1629446203,8/20/2021,7:56:43 AM,641353,2371,2.61388428,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 20, 2021. May be a closeup of 1 person, baby and indoor.",Already very self opinionated ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
152,152,152,chiaraferragni,Fashion,24627104,1411,14939,CSxED6AodJ8,1629398930,8/19/2021,6:48:50 PM,455183,1402,1.853993876,1.919842395,"Photo shared by Chiara Ferragni Ã¢ÅÂ¨ on August 19, 2021 tagging @versace. May be an image of 1 person, jewelry and outdoors.",Tonight ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
153,153,153,chiaraferragni,Fashion,24627104,1411,14939,CSw5IKPobcI,1629393198,8/19/2021,5:13:18 PM,474290,1578,1.932293785,1.919842395,Photo by Chiara Ferragni Ã¢ÅÂ¨ in Porto Cervo. May be an image of 2 people and baby.,Vitto and me as a baby ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
154,154,154,chiaraferragni,Fashion,24627104,1411,14939,CSwaGHPoiIJ,1629376928,8/19/2021,12:42:08 PM,625352,2236,2.548362974,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 19, 2021. May be an image of 1 person and baby.",Questa bimba stupenda ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
155,155,155,chiaraferragni,Fashion,24627104,1411,14939,CSv7n6eIZQs,1629360952,8/19/2021,8:15:52 AM,387494,876,1.577002314,1.919842395,"Photo by Chiara Ferragni Ã¢ÅÂ¨ on August 19, 2021. May be an image of 2 people, child and indoor.",Best of these days ,,,,,,,,,,,,",,,,,,,,,,",0,0.417,0.583,0.6369
156,156,156,oliviapalermo,Fashion,6664720,417,1744,CSzRqLqr4rn,1629473168,8/20/2021,3:26:08 PM,11859,74,0.179047282,0.51089043,"Photo by Olivia Palermo on August 20, 2021. May be an image of cosmetics.",Beachy vibes  Poppy is ready for a relaxing beach weekend in her Breton striped lounge chairs  Two of my favorite shots concepted by yours truly from our oliviapalermobeauty summer still life shoot ,,,,,,,,,,,,",,,,,,,,,,",0.06,0.65,0.29,0.8481
157,157,157,oliviapalermo,Fashion,6664720,417,1744,CShlimTLi02,1628879612,8/13/2021,6:33:32 PM,113248,654,1.709029036,0.51089043,"Photo shared by Olivia Palermo on August 13, 2021 tagging @andrea_tiller, @kenna_hair_, and @oliviapalermobeauty. May be a closeup of 1 person.",Last nights beauty look by the dream team andrea_tiller and kenna_hair_  Check out the full beauty breakdown over on oliviapalermobeauty ,,,,,,,,,,,,",,,,,,,,,,",0,0.639,0.361,0.8625
158,158,158,oliviapalermo,Fashion,6664720,417,1744,CScxCExg_1u,1628717874,8/11/2021,9:37:54 PM,4522,70,0.068900119,0.51089043,,Gabbing away with my long term friend and glam fam member Daniel Martin about beauty skincare wellbeing and of course oliviapalermobeauty,,,,,,,,,,,,",,,,,,,,,,",0,0.731,0.269,0.7906
159,159,159,oliviapalermo,Fashion,6664720,417,1744,CSZ5mTPLbnx,1628621693,8/10/2021,6:54:53 PM,20232,112,0.305249133,0.51089043,"Photo by Olivia Palermo in The Hamptons with @mrsalice. May be an image of 2 people, people standing and outdoors.",aboutlastnight The sunshine came out to celebrate my girlfriend mrsalice ,aboutlastnight,,,,,,,,,,,"aboutlastnight,,,,,,,,,,",0,0.537,0.463,0.7845
160,160,160,oliviapalermo,Fashion,6664720,417,1744,CSPBExQgy_H,1628256622,8/6/2021,1:30:22 PM,11262,128,0.170899903,0.51089043,,Earlier this year I had the pleasure of a private visit to the brand new LGSIGNATURE showroom to experience their incredible OLED R rollable television  Yes you read that correctly a television that is completely rollableA first of its kind the OLEDR screen not only entirely retracts but features some of the best visuals in the industry all while looking sleek and chicNow I just need to get my hands on one to watch all of my OPguiltypleasures  LGSIGNATUREOLEDR ad,LGSIGNATURE,,,,,,,,,,,"LGSIGNATURE,,,,,,,,,,",0,0.853,0.147,0.9042
161,161,161,oliviapalermo,Fashion,6664720,417,1744,CSMze1vrv1l,1628182278,8/5/2021,4:51:18 PM,26142,196,0.395185394,0.51089043,"Photo by Olivia Palermo in Downtown Manhattan. May be an image of 1 person, standing and footwear.",City safari  oliviagrahamphoto  theoriginalgangsta  little_lexa_  andrea_tiller  mioknyc  area1202,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
162,162,162,oliviapalermo,Fashion,6664720,417,1744,CSKn25nLCi5,1628109075,8/4/2021,8:31:15 PM,23089,89,0.347771549,0.51089043,"Photo by Olivia Palermo in Dr. Robert Anolik with @drrobertanolik. May be an image of 2 people, people standing and indoor.",Midweek treatment ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
163,163,163,oliviapalermo,Fashion,6664720,417,1744,CSAAXOJLMNO,1627752824,7/31/2021,5:33:44 PM,60684,244,0.914186943,0.51089043,"Photo shared by Olivia Palermo on July 31, 2021 tagging @andrea_tiller, and @oliviapalermobeauty. May be an image of 1 person and cosmetics.",Rosebud baby ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
164,164,164,oliviapalermo,Fashion,6664720,417,1744,CR9b38Srtd3,1627666585,7/30/2021,5:36:25 PM,39217,211,0.591592745,0.51089043,"Photo shared by Olivia Palermo on July 30, 2021 tagging @oliviapalermobeauty. May be an image of 1 person, standing, sunglasses and outdoors.",Summer scorcher  A little bts from our summer beauty shoot with my friend and super talented photographer cesarbalcazar   Paired my Matte Lipstick in Poppy with the orange hues of this tank a detailed leather skirt flat top sunnies and a gold hoop No better way to combat the heat outside than with a cool downtown vibe ,bts,,,,,,,,,,,"bts,,,,,,,,,,",0.1,0.598,0.302,0.9349
165,165,165,oliviapalermo,Fashion,6664720,417,1744,CR6YBHaLDr5,1627563899,7/29/2021,1:04:59 PM,24878,169,0.375814738,0.51089043,"Photo shared by Olivia Palermo on July 29, 2021 tagging @oliviapalermobeauty. May be an image of 2 people, sunglasses and text that says 'PALERMO BEAUTY 21014 PALERMO 1 OLIVIA'.",Happy nationallipstickday  Celebrating with all four of my oliviapalermobeauty creamy matte lipsticks available together in one exclusive Lipstick Lineup Set at a very special price  Pucker up though its only available for a limited time  cesarbalcazar  andrea_tiller  michaelsilvahair  _jzg,nationallipstickday,,,,,,,,,,,"nationallipstickday,,,,,,,,,,",0.041,0.699,0.26,0.8748
166,166,166,oliviapalermo,Fashion,6664720,417,1744,CR4ldIHLXPT,1627503836,7/28/2021,8:23:56 PM,14125,112,0.213617376,0.51089043,"Photo shared by Olivia Palermo on July 28, 2021 tagging @millionidole, and @oliviapalermobeauty. May be an image of cosmetics.",I have been absolutely loving all of the oliviapalermobeauty content you guys have been posting   Seeing how youve been incorporating the collection into your beauty wardrobes and wearing the products has been so rewarding Keep it coming using myOPB and Ill start sharing my favorites of what you post  Cant wait to see more ,myOPB,,,,,,,,,,,"myOPB,,,,,,,,,,",0.041,0.694,0.265,0.9447
167,167,167,oliviapalermo,Fashion,6664720,417,1744,CRzmkiKrtFI,1627336648,7/26/2021,9:57:28 PM,57056,220,0.859390942,0.51089043,"Photo shared by Olivia Palermo on July 26, 2021 tagging @boyyboutique, and @oliviapalermobeauty. May be an image of 1 person and standing.",Swipe  for whatsinmybag today ,whatsinmybag,,,,,,,,,,,"whatsinmybag,,,,,,,,,,",0,1,0,0
168,168,168,marianodivaio,Fashion,6407298,310,7864,CS1LCTFodDS,1629536805,8/21/2021,9:06:45 AM,99604,339,1.559830681,2.24899794,"Photo by Mariano Di Vaio on August 21, 2021. May be an image of 1 person, standing and outdoors.",Running to the lighthouse ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
169,169,169,marianodivaio,Fashion,6407298,310,7864,CSyhLFjITED,1629447748,8/20/2021,8:22:28 AM,117874,351,1.845161564,2.24899794,"Photo by Mariano Di Vaio on August 20, 2021. May be an image of 7 people and people standing.",Celebrating my dads birthday with my family in Sardinia like the old times  Happy birthday dad  ,,,,,,,,,,,,",,,,,,,,,,",0,0.568,0.432,0.872
170,170,170,marianodivaio,Fashion,6407298,310,7864,CStqwztIr93,1629285003,8/18/2021,11:10:03 AM,144851,451,2.267757797,2.24899794,"Photo shared by Mariano Di Vaio on August 18, 2021 tagging @eleonorabrunaccidivaio, @nathanleonedivaio, @leonardoliamdivaio, and @filibertonoahdivaio. May be an image of 5 people, child, people standing and ocean.",If I think that soon we will be 1  ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
171,171,171,marianodivaio,Fashion,6407298,310,7864,CSmehjiIR7Z,1629043706,8/15/2021,4:08:26 PM,157153,483,2.460257038,2.24899794,"Photo shared by Mariano Di Vaio on August 15, 2021 tagging @nathanleonedivaio, @leonardoliamdivaio, @dolcegabbana_man, and @filibertonoahdivaio. May be an image of 4 people, child, people standing and outdoors.",Buon ferragosto dalla Mdvboyband in terra sarda  Voi dove siete ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
172,172,172,marianodivaio,Fashion,6407298,310,7864,CSjRK-DoVJS,1628936042,8/14/2021,10:14:02 AM,184045,616,2.882041697,2.24899794,"Photo shared by Mariano Di Vaio on August 14, 2021 tagging @nohow, and @mdvcollection. May be an image of 1 person and wrist watch.",I got tanned  yesterday nightmdvcollection shirt ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
173,173,173,marianodivaio,Fashion,6407298,310,7864,CSY2bSIIf35,1628586475,8/10/2021,9:07:55 AM,128608,366,2.012923388,2.24899794,"Photo shared by Mariano Di Vaio on August 10, 2021 tagging @eleonorabrunaccidivaio. May be an image of 2 people, people standing and outdoors.",Yesterdays selfies No filters just love mdvfamily,,,,,,,,,,,,",,,,,,,,,,",0.193,0.439,0.368,0.4588
174,174,174,marianodivaio,Fashion,6407298,310,7864,CSSK_IlIUhy,1628362374,8/7/2021,6:52:54 PM,81226,217,1.271097427,2.24899794,"Photo by Mariano Di Vaio on August 07, 2021. May be an image of 1 person and outdoors.",Brought a single use cam with flash to the beach  seethelast sardinia2021,seethelast ,sardinia2021,,,,,,,,,,"seethelast ,sardinia2021,,,,,,,,,",0,1,0,0
175,175,175,marianodivaio,Fashion,6407298,310,7864,CSMEC6-oLto,1628157604,8/5/2021,10:00:04 AM,216991,3837,3.446507405,2.24899794,,I believe God knows whats best for us  were growing bigger  MdvFamily Blessed,,,,,,,,,,,,",,,,,,,,,,",0,0.402,0.598,0.8979
