,Sentence ID,Dialogue ID,author,Category,shortcode,timestamp,likes,comments,caption,text,Hash_tag2,clean_txt,token_txt,tokenized,neg,neu,pos,compound
111,77,77,rclbeauty101,Beauty,CNVrsTGpxYI,4/6/2021 20:59,16836,207,"Photo shared by Rachel Levin on April 06, 2021 tagging @eptm.us. May be an image of 1 person and standing.",You never realize how fast hair grows until you bleach it!! what color is your hair rn AND if you were gonna dye it what color would you choose??,[],['You never realize how fast hair grows until you bleach it what color is your hair rn AND if you were gonna dye it what color would you choose'],AND if you were gonna dye it what color would you choose'],"[""['You"", 'never', 'realize', 'how', 'fast', 'hair', 'grows', 'until', 'you', 'bleach', 'it', 'what', 'color', 'is', 'your', 'hair', 'rn', 'AND', 'if', 'you', 'were', 'gonna', 'dye', 'it', 'what', 'color', 'would', 'you', ""choose']""]",0,1,0,0
112,78,78,rclbeauty101,Beauty,CNQgQJHJqEJ,4/4/2021 20:43,44191,781,"Photo shared by Rachel Levin on April 04, 2021 tagging @shotbyzach. May be an image of 1 person, standing and high-heeled shoes.",*sees a tiktok of someone that says to take photos in a parking garage at night*,[],['sees a tiktok of someone that says to take photos in a parking garage at night'],['sees a tiktok of someone that says to take photos in a parking garage at night'],"[""['sees"", 'a', 'tiktok', 'of', 'someone', 'that', 'say', 'to', 'take', 'photo', 'in', 'a', 'parking', 'garage', 'at', ""night']""]",0,1,0,0
113,79,79,rclbeauty101,Beauty,CLsMDyFpKAG,2/24/2021 21:42,49873,549,"Photo shared by Rachel Levin on February 24, 2021 tagging @patrickchurchny, and @shotbyzach. May be an image of 1 person and standing.",BIRTHDAY GIRL!!!! What a life- I love being able to experience life for so many years thatÃ¢ÂÂs pretty cool!,[],['BIRTHDAY GIRL What a life I love being able to experience life for so many years thatÃ¢Â\x80Â\x99s pretty cool'],['BIRTHDAY GIRL What a life I love being able to experience life for so many years thatÃ¢Â\x80Â\x99s pretty cool'],"[""['BIRTHDAY"", 'GIRL', 'What', 'a', 'life', 'I', 'love', 'being', 'able', 'to', 'experience', 'life', 'for', 'so', 'many', 'year', 'thatÃ¢Â\\x80Â\\x99s', 'pretty', ""cool']""]",0,0.563,0.437,0.8972
114,80,80,rclbeauty101,Beauty,CLSfO8YFuBW,2/14/2021 22:10,30721,493,"Photo by Rachel Levin on February 14, 2021. May be an image of 1 person and indoor.",So apparently sitting down for 1 year straight makes your back hurt.. THIS WAS NEWS TO ME Ã°ÂÂÂ but I got the SKG F5 mini massage gun itÃ¢ÂÂs light weight and has 3 speeds and a heating function and ugh itÃ¢ÂÂs so good if you were looking for a massage gun bc youÃ¢ÂÂre single and have no one to give you back massages- use the code Rachel20F5 to get 20% off the @skgglobal massage gun!! #SKG #SKGF5 #SKGF5massagegun #SKGF5minimassagegun #ad,"[['SKG'], ['SKGF5'], ['SKGF5massagegun'], ['SKGF5minimassagegun'], ['ad']]",['So apparently sitting down for 1 year straight makes your back hurt THIS WAS NEWS TO ME Ã°Â\x9fÂ\x98Â\x82 but I got the SKG F5 mini massage gun itÃ¢Â\x80Â\x99s light weight and has 3 speeds and a heating function and ugh itÃ¢Â\x80Â\x99s so good if you were looking for a massage gun bc youÃ¢Â\x80Â\x99re single and have no one to give you back massages use the code Rachel20F5 to get 20 off the skgglobal massage gun SKG SKGF5 SKGF5massagegun SKGF5minimassagegun ad'],['So apparently sitting down for 1 year straight makes your back hurt THIS WAS NEWS TO ME Ã°Â\x9fÂ\x98Â\x82 but I got the SKG F5 mini massage gun itÃ¢Â\x80Â\x99s light weight and has 3 speeds and a heating function and ugh itÃ¢Â\x80Â\x99s so good if you were looking for a massage gun bc youÃ¢Â\x80Â\x99re single and have no one to give you back massages use the code Rachel20F5 to get 20 off the skgglobal massage gun SKG SKGF5 SKGF5massagegun SKGF5minimassagegun ad'],"[""['So"", 'apparently', 'sitting', 'down', 'for', '1', 'year', 'straight', 'make', 'your', 'back', 'hurt', 'THIS', 'WAS', 'NEWS', 'TO', 'ME', 'Ã°Â\\x9fÂ\\x98Â\\x82', 'but', 'I', 'got', 'the', 'SKG', 'F5', 'mini', 'massage', 'gun', 'itÃ¢Â\\x80Â\\x99s', 'light', 'weight', 'and', 'ha', '3', 'speed', 'and', 'a', 'heating', 'function', 'and', 'ugh', 'itÃ¢Â\\x80Â\\x99s', 'so', 'good', 'if', 'you', 'were', 'looking', 'for', 'a', 'massage', 'gun', 'bc', 'youÃ¢Â\\x80Â\\x99re', 'single', 'and', 'have', 'no', 'one', 'to', 'give', 'you', 'back', 'massage', 'use', 'the', 'code', 'Rachel20F5', 'to', 'get', '20', 'off', 'the', 'skgglobal', 'massage', 'gun', 'SKG', 'SKGF5', 'SKGF5massagegun', 'SKGF5minimassagegun', ""ad']""]",0.182,0.755,0.064,-0.892
115,81,81,rclbeauty101,Beauty,CJCGN06l1Sn,12/20/2020 20:20,67234,1549,"Photo shared by Rachel Levin on December 20, 2020 tagging @prixworkshop. May be an image of 1 person, hair, outerwear and outdoors.",So now that I successfully look good in 3 hair colors... what color should I do next Ã°ÂÂÂ,[],['So now that I successfully look good in 3 hair colors what color should I do next Ã°Â\x9fÂ\x98Â\x8f'],['So now that I successfully look good in 3 hair colors what color should I do next Ã°Â\x9fÂ\x98Â\x8f'],"[""['So"", 'now', 'that', 'I', 'successfully', 'look', 'good', 'in', '3', 'hair', 'color', 'what', 'color', 'should', 'I', 'do', 'next', ""Ã°Â\\x9fÂ\\x98Â\\x8f']""]",0,0.671,0.329,0.7479
116,82,82,rclbeauty101,Beauty,CI4RSO2l72B,12/17/2020 0:45,76979,1144,"Photo shared by Rachel Levin on December 16, 2020 tagging @brandonrinxon, and @reaganlinkartistry. May be an image of 1 person, hair, outerwear and outdoors.",??????,[],[''],[''],"[""['']""]",0,1,0,0
117,83,83,rclbeauty101,Beauty,CHBeXdhJMT7,10/31/2020 21:29,40212,2336,"Photo shared by Rachel Levin on October 31, 2020 tagging @ruthie_davis, @zigman_official, @tylerglambert, and @augustaldridge_. May be an image of 1 person and outerwear.",I really went all out for halloween this year for someone that has no intentions of leaving the house... what are you dressing up as?!,[],['I really went all out for halloween this year for someone that has no intentions of leaving the house what are you dressing up as'],['I really went all out for halloween this year for someone that has no intentions of leaving the house what are you dressing up as'],"[""['I"", 'really', 'went', 'all', 'out', 'for', 'halloween', 'this', 'year', 'for', 'someone', 'that', 'ha', 'no', 'intention', 'of', 'leaving', 'the', 'house', 'what', 'are', 'you', 'dressing', 'up', ""as']""]",0.098,0.902,0,-0.3595
118,84,84,glamlifeguru,Beauty,CSZ9MlVpd1g,8/10/2021 19:26,12589,165,,Every favorite of mine for amazing skin! Link is in my bio ???,[],['Every favorite of mine for amazing skin Link is in my bio '],['Every favorite of mine for amazing skin Link is in my bio '],"[""['Every"", 'favorite', 'of', 'mine', 'for', 'amazing', 'skin', 'Link', 'is', 'in', 'my', 'bio', ""']""]",0,0.59,0.41,0.824
119,85,85,glamlifeguru,Beauty,CRzHF9ADj2d,7/26/2021 17:23,32328,315,,??New Video?? Link is in my Bio ???,[],['New Video Link is in my Bio '],['New Video Link is in my Bio '],"[""['New"", 'Video', 'Link', 'is', 'in', 'my', 'Bio', ""']""]",0,1,0,0
120,86,86,glamlifeguru,Beauty,CRkoZq5jCvr,7/21/2021 2:36,19400,271,,Hot Product Alert! ???? IÂm in love with the new Power Move Lipstick from @bitebeauty Watch it swatched & tested! Use code TATI at Checkout on BiteBeauty.com to save 20% on everything #bitebeautypartner #powermovelipstick ?????,"[['bitebeautypartner'], ['powermovelipstick']]",['Hot Product Alert  IÂ\x92m in love with the new Power Move Lipstick from bitebeauty Watch it swatched  tested Use code TATI at Checkout on BiteBeautycom to save 20 on everything bitebeautypartner powermovelipstick '],['Hot Product Alert  IÂ\x92m in love with the new Power Move Lipstick from bitebeauty Watch it swatched  tested Use code TATI at Checkout on BiteBeautycom to save 20 on everything bitebeautypartner powermovelipstick '],"[""['Hot"", 'Product', 'Alert', 'IÂ\\x92m', 'in', 'love', 'with', 'the', 'new', 'Power', 'Move', 'Lipstick', 'from', 'bitebeauty', 'Watch', 'it', 'swatched', 'tested', 'Use', 'code', 'TATI', 'at', 'Checkout', 'on', 'BiteBeautycom', 'to', 'save', '20', 'on', 'everything', 'bitebeautypartner', 'powermovelipstick', ""']""]",0,0.736,0.264,0.9031
121,87,87,glamlifeguru,Beauty,CRE7A5jD7E_,7/8/2021 18:51,63758,578,"Photo by Tati Westbrook on July 08, 2021. May be a closeup of 1 person.",New video on my channel! Link in bio ??? #rarebeauty,[['rarebeauty']],['New video on my channel Link in bio  rarebeauty'],['New video on my channel Link in bio  rarebeauty'],"[""['New"", 'video', 'on', 'my', 'channel', 'Link', 'in', 'bio', ""rarebeauty']""]",0,1,0,0
122,88,88,glamlifeguru,Beauty,CQUoXhmjPxD,6/20/2021 0:45,199013,3428,"Photo by Tati Westbrook on June 19, 2021. May be an image of 1 person.",???,[],[''],[''],"[""['']""]",0,1,0,0
123,89,89,glamlifeguru,Beauty,CQOyKQ3jxSs,6/17/2021 18:16,226171,19592,,IÂm Back ???,[],['IÂ\x92m Back '],['IÂ\x92m Back '],"[""['IÂ\\x92m"", 'Back', ""']""]",0,1,0,0
124,90,90,glamlifeguru,Beauty,CAuLI0djNyn,5/28/2020 6:30,172824,35625,,XOÂs ?? ?? by one of my favorite artists. @jamesarthur23 ÂThe TruthÂ,[],['XOÂ\x92s   by one of my favorite artists jamesarthur23 Â\x93The TruthÂ\x94'],['XOÂ\x92s   by one of my favorite artists jamesarthur23,"[""['XOÂ\\x92s"", 'by', 'one', 'of', 'my', 'favorite', 'artist', 'jamesarthur23', 'Â\\x93The', ""TruthÂ\\x94']""]",0,0.735,0.265,0.6072
125,90,90,glamlifeguru,Beauty,CAuLI0djNyn,5/28/2020 6:30,172824,35625,,XOÂs ?? ?? by one of my favorite artists. @jamesarthur23 ÂThe TruthÂ,[],['XOÂ\x92s   by one of my favorite artists jamesarthur23 Â\x93The TruthÂ\x94'],Â\x93The TruthÂ\x94'],"[""['XOÂ\\x92s"", 'by', 'one', 'of', 'my', 'favorite', 'artist', 'jamesarthur23', 'Â\\x93The', ""TruthÂ\\x94']""]",0,0.735,0.265,0.6072
126,91,91,glamlifeguru,Beauty,B_wMi73jtho,5/4/2020 4:47,51344,1280,,Yeah... ummmm... no... See you tomorrow 10am pst - lets talk all about what IÂm currently NOT loving ??,[],['Yeah ummmm no See you tomorrow 10am pst  lets talk all about what IÂ\x92m currently NOT loving '],['Yeah ummmm no,"[""['Yeah"", 'ummmm', 'no', 'See', 'you', 'tomorrow', '10am', 'pst', 'let', 'talk', 'all', 'about', 'what', 'IÂ\\x92m', 'currently', 'NOT', 'loving', ""']""]",0.171,0.829,0,-0.5432
127,91,91,glamlifeguru,Beauty,B_wMi73jtho,5/4/2020 4:47,51344,1280,,Yeah... ummmm... no... See you tomorrow 10am pst - lets talk all about what IÂm currently NOT loving ??,[],['Yeah ummmm no See you tomorrow 10am pst  lets talk all about what IÂ\x92m currently NOT loving '],See you tomorrow 10am pst  lets talk all about what IÂ\x92m currently NOT loving '],"[""['Yeah"", 'ummmm', 'no', 'See', 'you', 'tomorrow', '10am', 'pst', 'let', 'talk', 'all', 'about', 'what', 'IÂ\\x92m', 'currently', 'NOT', 'loving', ""']""]",0.171,0.829,0,-0.5432
128,92,92,glamlifeguru,Beauty,B_qCcqyjVIS,5/1/2020 19:23,185638,897,"Photo by Tati Westbrook on May 01, 2020. May be an image of 1 person.",I canÂt get over how much I love this!!! @nabfi_art ???,[],['I canÂ\x92t get over how much I love this nabfiart '],['I canÂ\x92t get over how much I love this nabfiart '],"[""['I"", 'canÂ\\x92t', 'get', 'over', 'how', 'much', 'I', 'love', 'this', 'nabfiart', ""']""]",0,0.588,0.412,0.7661
129,93,93,glamlifeguru,Beauty,B_k1Q1LDto7,4/29/2020 18:52,145141,1746,"Photo by Tati Westbrook on April 29, 2020. May be an image of 1 person.",??,[],[''],[''],"[""['']""]",0,1,0,0
130,94,94,glamlifeguru,Beauty,B--7TfRDoCQ,4/15/2020 1:33,92043,727,"Photo by Tati Westbrook on April 14, 2020. May be an image of 1 person.",Sunset ???,[],['Sunset '],['Sunset '],"[""['Sunset"", ""']""]",0,1,0,0
131,95,95,glamlifeguru,Beauty,B-3VA13DG-b,4/12/2020 2:46,26826,418,,3 looks in one video testing Drugstore #Eyeshadow one smash hit palette... one that frustrated me to no end ??????? Link is in Bio ???#drugstoremakeup #eyemakeup #grwm,"[['Eyeshadow'], ['drugstoremakeup'], ['eyemakeup'], ['grwm']]",['3 looks in one video testing Drugstore Eyeshadow one smash hit palette one that frustrated me to no end  Link is in Bio drugstoremakeup eyemakeup grwm'],['3 looks in one video testing Drugstore Eyeshadow one smash hit palette one that frustrated me to no end  Link is in Bio drugstoremakeup eyemakeup grwm'],"[""['3"", 'look', 'in', 'one', 'video', 'testing', 'Drugstore', 'Eyeshadow', 'one', 'smash', 'hit', 'palette', 'one', 'that', 'frustrated', 'me', 'to', 'no', 'end', 'Link', 'is', 'in', 'Bio', 'drugstoremakeup', 'eyemakeup', ""grwm']""]",0.215,0.785,0,-0.7622
132,96,96,Jaclynhill,Beauty,CSuOYboAYIn,8/18/2021 16:21,425007,4858,"Photo shared by J A C L Y N Ã°ÂÂÂ on August 18, 2021 tagging @farnumgrindtime. May be an image of 2 people, dog and indoor.",WE ARE OFFICIALLY MOVING IN TOGETHER!! ??????????????????????????????? We are so excited to call it ÂOUR HOME!Â ??????,[],['WE ARE OFFICIALLY MOVING IN TOGETHER  We are so excited to call it Â\x93OUR HOMEÂ\x94 '],['WE ARE OFFICIALLY MOVING IN TOGETHER  ,"[""['WE"", 'ARE', 'OFFICIALLY', 'MOVING', 'IN', 'TOGETHER', 'We', 'are', 'so', 'excited', 'to', 'call', 'it', 'Â\\x93OUR', 'HOMEÂ\\x94', ""']""]",0,0.764,0.236,0.7142
133,96,96,Jaclynhill,Beauty,CSuOYboAYIn,8/18/2021 16:21,425007,4858,"Photo shared by J A C L Y N Ã°ÂÂÂ on August 18, 2021 tagging @farnumgrindtime. May be an image of 2 people, dog and indoor.",WE ARE OFFICIALLY MOVING IN TOGETHER!! ??????????????????????????????? We are so excited to call it ÂOUR HOME!Â ??????,[],['WE ARE OFFICIALLY MOVING IN TOGETHER  We are so excited to call it Â\x93OUR HOMEÂ\x94 '],We are so excited to call it Â\x93OUR HOMEÂ\x94 '],"[""['WE"", 'ARE', 'OFFICIALLY', 'MOVING', 'IN', 'TOGETHER', 'We', 'are', 'so', 'excited', 'to', 'call', 'it', 'Â\\x93OUR', 'HOMEÂ\\x94', ""']""]",0,0.764,0.236,0.7142
134,97,97,Jaclynhill,Beauty,CSnO5JyMPQh,8/15/2021 23:11,139395,3257,"Photo by J A C L Y N Ã°ÂÂÂ in Cheese Heaven. May be an image of 1 person, standing and purse.",What is your biggest craving? Mine is always cheese. ????,[],['What is your biggest craving Mine is always cheese '],['What is your biggest craving Mine is always cheese '],"[""['What"", 'is', 'your', 'biggest', 'craving', 'Mine', 'is', 'always', 'cheese', ""']""]",0,1,0,0
135,98,98,Jaclynhill,Beauty,CSVHK_RAaDt,8/8/2021 22:17,356841,7273,,"IÂm here to remind you that you donÂt have to have an ÂIG BaddieÂ body to be a successful, powerful & happy woman. ??",[],['IÂ\x92m here to remind you that you donÂ\x92t have to have an Â\x93IG BaddieÂ\x94 body to be a successful powerful  happy woman '],['IÂ\x92m here to remind you that you donÂ\x92t have to have an Â\x93IG BaddieÂ\x94 body to be a successful powerful  happy woman '],"[""['IÂ\\x92m"", 'here', 'to', 'remind', 'you', 'that', 'you', 'donÂ\\x92t', 'have', 'to', 'have', 'an', 'Â\\x93IG', 'BaddieÂ\\x94', 'body', 'to', 'be', 'a', 'successful', 'powerful', 'happy', 'woman', ""']""]",0,0.641,0.359,0.8924
136,99,99,Jaclynhill,Beauty,CSPsWAilXfC,8/6/2021 19:48,212387,2239,,My boyfriend wins at life for the best Birthday cake ever!!!!! ??????????,[],['My boyfriend wins at life for the best Birthday cake ever '],['My boyfriend wins at life for the best Birthday cake ever '],"[""['My"", 'boyfriend', 'win', 'at', 'life', 'for', 'the', 'best', 'Birthday', 'cake', 'ever', ""']""]",0,0.499,0.501,0.9007
137,100,100,Jaclynhill,Beauty,CSIHSK6FTnk,8/3/2021 21:08,221035,1172,"Photo shared by J A C L Y N Ã°ÂÂÂ on August 03, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person and indoor.",A PHOTO DUMP IN HONOR OF @ultabeauty believing in me! ?????? My core @jaclynhillcosmetics line is fully restocked & available online & in select stores!! What a dream come true!?????????,[],['A PHOTO DUMP IN HONOR OF ultabeauty believing in me  My core jaclynhillcosmetics line is fully restocked  available online  in select stores What a dream come true'],['A PHOTO DUMP IN HONOR OF ultabeauty believing in me  My core jaclynhillcosmetics line is fully restocked  available online  in select stores What a dream come true'],"[""['A"", 'PHOTO', 'DUMP', 'IN', 'HONOR', 'OF', 'ultabeauty', 'believing', 'in', 'me', 'My', 'core', 'jaclynhillcosmetics', 'line', 'is', 'fully', 'restocked', 'available', 'online', 'in', 'select', 'store', 'What', 'a', 'dream', 'come', ""true']""]",0.097,0.669,0.234,0.6935
138,101,101,Jaclynhill,Beauty,CRjvKrfDz12,7/20/2021 18:04,190748,4109,"Photo shared by J A C L Y N Ã°ÂÂÂ on July 20, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person, cake and balloon.",ITS MY BIRTHDAY!!!???? And to celebrate I am launching 3 beautiful limited edition glosses! @jaclynhillcosmetics ?? Plus there is a new YouTube video on my channel!????????,[],['ITS MY BIRTHDAY And to celebrate I am launching 3 beautiful limited edition glosses jaclynhillcosmetics  Plus there is a new YouTube video on my channel'],['ITS MY BIRTHDAY And to celebrate I am launching 3 beautiful limited edition glosses jaclynhillcosmetics  ,"[""['ITS"", 'MY', 'BIRTHDAY', 'And', 'to', 'celebrate', 'I', 'am', 'launching', '3', 'beautiful', 'limited', 'edition', 'gloss', 'jaclynhillcosmetics', 'Plus', 'there', 'is', 'a', 'new', 'YouTube', 'video', 'on', 'my', ""channel']""]",0.06,0.632,0.308,0.8698
139,101,101,Jaclynhill,Beauty,CRjvKrfDz12,7/20/2021 18:04,190748,4109,"Photo shared by J A C L Y N Ã°ÂÂÂ on July 20, 2021 tagging @jaclynhillcosmetics. May be an image of 1 person, cake and balloon.",ITS MY BIRTHDAY!!!???? And to celebrate I am launching 3 beautiful limited edition glosses! @jaclynhillcosmetics ?? Plus there is a new YouTube video on my channel!????????,[],['ITS MY BIRTHDAY And to celebrate I am launching 3 beautiful limited edition glosses jaclynhillcosmetics  Plus there is a new YouTube video on my channel'],Plus there is a new YouTube video on my channel'],"[""['ITS"", 'MY', 'BIRTHDAY', 'And', 'to', 'celebrate', 'I', 'am', 'launching', '3', 'beautiful', 'limited', 'edition', 'gloss', 'jaclynhillcosmetics', 'Plus', 'there', 'is', 'a', 'new', 'YouTube', 'video', 'on', 'my', ""channel']""]",0.06,0.632,0.308,0.8698
140,102,102,Jaclynhill,Beauty,CRPz-P2DnDH,7/13/2021 0:21,250479,4657,"Photo shared by J A C L Y N Ã°ÂÂÂ on July 12, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be a closeup of 1 person.",TOMORROW IS THE DAY!!! ?? My limited edition Summer Collection launches at 2:00PM EST!?? WhoÂs excited?!???????? @jaclynhillcosmetics ????,[],['TOMORROW IS THE DAY  My limited edition Summer Collection launches at 200PM EST WhoÂ\x92s excited jaclynhillcosmetics '],['TOMORROW IS THE DAY  My limited edition Summer Collection launches at 200PM EST WhoÂ\x92s excited jaclynhillcosmetics '],"[""['TOMORROW"", 'IS', 'THE', 'DAY', 'My', 'limited', 'edition', 'Summer', 'Collection', 'launch', 'at', '200PM', 'EST', 'WhoÂ\\x92s', 'excited', 'jaclynhillcosmetics', ""']""]",0.192,0.808,0,-0.6159
141,103,103,Jaclynhill,Beauty,CRFNKgmjoAw,7/8/2021 21:30,202868,34825,"Photo shared by J A C L Y N Ã°ÂÂÂ on July 08, 2021 tagging @sashasamsonova, @lipsticknick, and @jaclynhillcosmetics. May be an image of 1 person and standing.",WhoÂs ready for next Tuesday??????? July 13th baby!?? @jaclynhillcosmetics,[],['WhoÂ\x92s ready for next Tuesday July 13th baby jaclynhillcosmetics'],['WhoÂ\x92s ready for next Tuesday July 13th baby jaclynhillcosmetics'],"[""['WhoÂ\\x92s"", 'ready', 'for', 'next', 'Tuesday', 'July', '13th', 'baby', ""jaclynhillcosmetics']""]",0,0.681,0.319,0.5792
142,104,104,Jaclynhill,Beauty,CQ9I0ZCjMWx,7/5/2021 18:18,250008,3572,"Photo shared by J A C L Y N Ã°ÂÂÂ on July 05, 2021 tagging @sashasamsonova, and @lipsticknick. May be a closeup of 1 person and pool.",7.13??,[],['713'],['713'],"[""['713']""]",0,1,0,0
143,105,105,Jaclynhill,Beauty,CQ4EJcOjLNw,7/3/2021 19:01,328017,2105,"Photo shared by J A C L Y N Ã°ÂÂÂ on July 03, 2021 tagging @farnumgrindtime. May be a closeup of 2 people.","I just wanted a good picture of my hair & makeup, but @farnumgrindtime had other plans??",[],['I just wanted a good picture of my hair  makeup but farnumgrindtime had other plans'],['I just wanted a good picture of my hair  makeup but farnumgrindtime had other plans'],"[""['I"", 'just', 'wanted', 'a', 'good', 'picture', 'of', 'my', 'hair', 'makeup', 'but', 'farnumgrindtime', 'had', 'other', ""plans']""]",0,0.839,0.161,0.3204
144,106,106,Jaclynhill,Beauty,CQeO-oVnRUa,6/23/2021 18:44,86261,1610,,My go to makeup look I'm excited to show you my current go to look & play with my products!,[],['My go to makeup look Im excited to show you my current go to look  play with my products'],['My go to makeup look Im excited to show you my current go to look  play with my products'],"[""['My"", 'go', 'to', 'makeup', 'look', 'Im', 'excited', 'to', 'show', 'you', 'my', 'current', 'go', 'to', 'look', 'play', 'with', 'my', ""products']""]",0,0.77,0.23,0.6239
145,107,107,Jaclynhill,Beauty,CQUGcKMj7xb,6/19/2021 19:48,291459,3474,"Photo by J A C L Y N Ã°ÂÂÂ on June 19, 2021. May be an image of 1 person and indoor.","ItÂs been 2 weeks since I started an anti-inflammatory diet due to inflammation in my face & bodyÂ and I can not believe my results already! My face has already slimmed out and IÂm currently wearing jeans that I couldnÂt get on 1 month ago! More than anything, I feel amazing! So much more energy & I enjoy food more than ever when I get to ÂcheatÂ so cheers to being healthy & happy! ??????",[],['ItÂ\x92s been 2 weeks since I started an antiinflammatory diet due to inflammation in my face  bodyÂ\x85 and I can not believe my results already My face has already slimmed out and IÂ\x92m currently wearing jeans that I couldnÂ\x92t get on 1 month ago More than anything I feel amazing So much more energy  I enjoy food more than ever when I get to Â\x93cheatÂ\x94 so cheers to being healthy  happy '],['ItÂ\x92s been 2 weeks since I started an antiinflammatory diet due to inflammation in my face  bodyÂ\x85,"[""['ItÂ\\x92s"", 'been', '2', 'week', 'since', 'I', 'started', 'an', 'antiinflammatory', 'diet', 'due', 'to', 'inflammation', 'in', 'my', 'face', 'bodyÂ\\x85', 'and', 'I', 'can', 'not', 'believe', 'my', 'result', 'already', 'My', 'face', 'ha', 'already', 'slimmed', 'out', 'and', 'IÂ\\x92m', 'currently', 'wearing', 'jean', 'that', 'I', 'couldnÂ\\x92t', 'get', 'on', '1', 'month', 'ago', 'More', 'than', 'anything', 'I', 'feel', 'amazing', 'So', 'much', 'more', 'energy', 'I', 'enjoy', 'food', 'more', 'than', 'ever', 'when', 'I', 'get', 'to', 'Â\\x93cheatÂ\\x94', 'so', 'cheer', 'to', 'being', 'healthy', 'happy', ""']""]",0,0.721,0.279,0.9734
